"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
834,"CFG","Citizens Financial Group, Inc.","Financial","Banks - Regional","USA",20762.76,9.44,48.70,0.12%,6003370
835,"CFIV","CF Acquisition Corp. IV","Financial","Shell Companies","USA",621.66,577.06,9.81,0.10%,26290
836,"CFLT","Confluent, Inc.","Technology","Software - Infrastructure","USA",10537.62,,39.63,-6.80%,2524145
837,"CFR","Cullen/Frost Bankers, Inc.","Financial","Banks - Regional","USA",9290.19,21.65,145.82,3.07%,340237
838,"CFVI","CF Acquisition Corp. VI","Financial","Shell Companies","USA",432.51,,11.68,-1.02%,582337
839,"CFX","Colfax Corporation","Industrials","Specialty Industrial Machinery","USA",6477.32,65.37,40.07,0.70%,1665144
840,"CG","The Carlyle Group Inc.","Financial","Asset Management","USA",16441.43,5.64,46.28,-0.69%,1312834
841,"CGAU","Centerra Gold Inc.","Basic Materials","Gold","Canada",2924.67,,9.85,0.00%,72032
842,"CGBD","TCG BDC, Inc.","Financial","Asset Management","USA",784.31,5.55,14.63,0.76%,131270
843,"CGC","Canopy Growth Corporation","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",3421.37,,8.69,10.00%,38330272
844,"CGDV","Capital Group Dividend Value ETF","Financial","Exchange Traded Fund","USA",,,26.10,0.75%,131129
845,"CGEM","Cullinan Oncology, Inc.","Healthcare","Biotechnology","USA",481.93,,11.48,-6.06%,105421
846,"CGNT","Cognyte Software Ltd.","Technology","Software - Infrastructure","Israel",844.13,441.79,12.37,-0.64%,334491
847,"CGNX","Cognex Corporation","Technology","Scientific & Technical Instruments","USA",12791.01,48.11,74.81,0.92%,1245702
848,"CGUS","Capital Group Core Equity ETF","Financial","Exchange Traded Fund","USA",,,25.89,0.43%,39831
849,"CGW","Invesco S&P Global Water Index ETF","Financial","Exchange Traded Fund","USA",,,51.79,-0.06%,79111
850,"CHAU","Direxion Daily CSI 300 China A Share Bull 2X Shares","Financial","Exchange Traded Fund","USA",,,27.77,-3.68%,43192
851,"CHCO","City Holding Company","Financial","Banks - Regional","USA",1219.19,13.98,79.79,1.54%,57545
852,"CHCT","Community Healthcare Trust Incorporated","Real Estate","REIT - Healthcare Facilities","USA",1025.31,47.70,41.36,0.61%,48484
853,"CHD","Church & Dwight Co., Inc.","Consumer Defensive","Household & Personal Products","USA",23859.61,29.55,97.97,0.75%,673587
854,"CHDN","Churchill Downs Incorporated","Consumer Cyclical","Gambling","USA",8255.14,35.51,224.02,-1.75%,106518
855,"CHEF","The Chefs' Warehouse, Inc.","Consumer Defensive","Food Distribution","USA",1220.44,,32.79,-0.18%,181890
856,"CHGG","Chegg, Inc.","Consumer Defensive","Education & Training Services","USA",4654.64,,35.41,-0.92%,1950585
857,"CHH","Choice Hotels International, Inc.","Consumer Cyclical","Lodging","USA",7888.55,27.81,143.09,0.68%,293792
858,"CHI","Calamos Convertible Opportunities and Income Fund","Financial","Closed-End Fund - Debt","USA",942.79,3.29,13.14,1.08%,118621
859,"CHIQ","Global X MSCI China Consumer Disc ETF","Financial","Exchange Traded Fund","USA",,,19.73,-3.99%,179764
860,"CHIX","Global X MSCI China Financials ETF","Financial","Exchange Traded Fund","USA",,,13.66,-0.18%,16719
861,"CHK","Chesapeake Energy Corporation","Energy","Oil & Gas E&P","USA",10693.39,1.67,89.32,2.67%,3059198
862,"CHKP","Check Point Software Technologies Ltd.","Technology","Software - Application","Israel",18724.50,23.35,142.37,2.21%,1080339
863,"CHMI","Cherry Hill Mortgage Investment Corporation","Real Estate","REIT - Mortgage","USA",149.63,62.52,8.19,0.24%,270497
864,"CHNG","Change Healthcare Inc.","Healthcare","Health Information Services","USA",6902.97,,21.97,0.73%,1301250
865,"CHPM","CHP Merger Corp.","Financial","Shell Companies","USA",381.38,,10.17,0.00%,130427
866,"CHPT","ChargePoint Holdings, Inc.","Consumer Cyclical","Specialty Retail","USA",6040.61,,18.47,-1.49%,5969458
867,"CHRS","Coherus BioSciences, Inc.","Healthcare","Biotechnology","USA",926.66,,12.43,-3.57%,453093
868,"CHRW","C.H. Robinson Worldwide, Inc.","Industrials","Integrated Freight & Logistics","USA",13985.52,17.34,109.51,2.95%,1159371
869,"CHT","Chunghwa Telecom Co., Ltd.","Communication Services","Telecom Services","Taiwan",34231.30,27.27,44.51,0.70%,66752
870,"CHTR","Charter Communications, Inc.","Communication Services","Entertainment","USA",96489.66,22.49,558.26,-0.19%,1754069
871,"CHUY","Chuy's Holdings, Inc.","Consumer Cyclical","Restaurants","USA",490.16,17.44,26.17,-5.96%,190996
872,"CHW","Calamos Global Dynamic Income Fund","Financial","Closed-End Fund - Equity","USA",524.70,2.99,8.74,-0.11%,115678
873,"CHWY","Chewy, Inc.","Consumer Cyclical","Internet Retail","USA",18265.10,1906.67,45.76,-0.31%,3470077
874,"CHX","ChampionX Corporation","Energy","Oil & Gas Equipment & Services","USA",5091.75,45.84,24.89,2.01%,1536592
875,"CHY","Calamos Convertible and High Income Fund","Financial","Closed-End Fund - Debt","USA",1042.74,3.29,14.15,0.14%,102623
876,"CI","Cigna Corporation","Healthcare","Healthcare Plans","USA",78576.47,15.48,243.58,0.61%,1327279
877,"CIB","Bancolombia S.A.","Financial","Banks - Regional","Colombia",10290.12,16.14,41.75,1.04%,229176
878,"CIBR","First Trust NASDAQ Cybersecurity ETF","Financial","Exchange Traded Fund","USA",,,52.68,-0.66%,1353446
879,"CIEN","Ciena Corporation","Technology","Communication Equipment","USA",8980.29,19.32,60.51,0.28%,1339357
880,"CIGI","Colliers International Group Inc.","Real Estate","Real Estate Services","Canada",5696.46,,128.85,-0.01%,70672
881,"CII","BlackRock Enhanced Capital and Income Fund, Inc.","Financial","Closed-End Fund - Equity","USA",914.64,3.22,20.73,0.48%,58127
882,"CIM","Chimera Investment Corporation","Real Estate","REIT - Mortgage","USA",2914.50,5.16,12.50,1.30%,1406456
883,"CINC","CinCor Pharma, Inc.","Healthcare","Biotechnology","USA",695.95,,17.90,2.76%,70788
884,"CINF","Cincinnati Financial Corporation","Financial","Insurance - Property & Casualty","USA",22704.58,7.55,136.89,1.54%,455397
885,"CINT","CI&T Inc.","Technology","Software - Infrastructure","Brazil",212.61,1.47,16.30,-6.75%,34154
886,"CIO","City Office REIT, Inc.","Real Estate","REIT - Office","USA",781.83,1.66,17.85,2.53%,150823
887,"CION","CION Investment Corporation","Financial","Asset Management","USA",844.12,5.62,14.82,-1.00%,79377
888,"CIR","CIRCOR International, Inc.","Industrials","Specialty Industrial Machinery","USA",559.44,,27.75,1.20%,142477
889,"CISO","Cerberus Cyber Sentinel Corporation","Technology","Software - Infrastructure","USA",850.93,,6.82,-17.93%,475372
890,"CITEU","Cartica Acquisition Corp","Financial","Shell Companies","USA",,,10.08,0.30%,29
891,"CIVI","Civitas Resources, Inc.","Energy","Oil & Gas E&P","USA",5401.59,22.28,64.62,9.79%,1706798
892,"CIXX","CI Financial Corp.","Financial","Asset Management","Canada",3232.14,11.05,16.37,2.83%,54383
893,"CKX","CKX Lands, Inc.","Energy","Oil & Gas E&P","USA",20.95,26.37,10.97,-0.27%,19668
894,"CL","Colgate-Palmolive Company","Consumer Defensive","Household & Personal Products","USA",65402.59,29.31,74.78,1.53%,4401011
895,"CLAQ","CleanTech Acquisition Corp.","Financial","Shell Companies","USA",215.82,,10.01,-0.40%,120
896,"CLAR","Clarus Corporation","Consumer Cyclical","Leisure","USA",864.35,32.97,23.08,-1.79%,130239
897,"CLAS","Class Acceleration Corp.","Financial","Shell Companies","USA",315.96,,9.77,-0.20%,585422
898,"CLB","Core Laboratories N.V.","Energy","Oil & Gas Equipment & Services","Netherlands",1592.60,75.42,31.98,5.96%,487968
899,"CLBK","Columbia Financial, Inc.","Financial","Banks - Regional","USA",2373.20,24.85,21.97,0.78%,67858
900,"CLBT","Cellebrite DI Ltd.","Technology","Software - Infrastructure","Israel",1240.82,121.09,6.66,-7.24%,66890
901,"CLDT","Chatham Lodging Trust","Real Estate","REIT - Hotel & Motel","USA",658.40,,13.50,2.12%,347013
902,"CLDX","Celldex Therapeutics, Inc.","Healthcare","Biotechnology","USA",1531.80,,34.33,-3.73%,309021
903,"CLF","Cleveland-Cliffs Inc.","Basic Materials","Steel","USA",17292.99,6.10,33.00,1.01%,22651941
904,"CLFD","Clearfield, Inc.","Technology","Communication Equipment","USA",868.93,32.70,65.04,-2.85%,92739
905,"CLGN","CollPlant Biotechnologies Ltd.","Healthcare","Biotechnology","Israel",135.34,67.85,13.23,-7.16%,91635
906,"CLH","Clean Harbors, Inc.","Industrials","Waste Management","USA",5931.12,28.91,107.37,1.51%,702089
907,"CLM","Cornerstone Strategic Value Fund, Inc.","Financial","Asset Management","USA",1667.99,7.32,14.15,-0.28%,576630
908,"CLMT","Calumet Specialty Products Partners, L.P.","Energy","Oil & Gas E&P","USA",1110.56,,13.55,-1.81%,34608
909,"CLNE","Clean Energy Fuels Corp.","Energy","Oil & Gas Refining & Marketing","USA",1751.19,,7.92,1.93%,2740755
910,"CLOU","Global X Cloud Computing ETF Global X Cloud Computing ETF","Financial","Exchange Traded Fund","USA",,,21.62,-1.37%,741563
911,"CLPR","Clipper Realty Inc.","Real Estate","REIT - Diversified","USA",143.05,,9.17,-1.19%,43427
912,"CLPT","ClearPoint Neuro, Inc.","Healthcare","Medical Devices","USA",213.56,,9.33,-2.00%,147950
913,"CLR","Continental Resources, Inc.","Energy","Oil & Gas E&P","USA",24133.34,14.29,65.19,3.43%,1507490
914,"CLS","Celestica Inc.","Technology","Electronic Components","Canada",1569.82,14.91,12.27,0.57%,633171
915,"CLSK","CleanSpark, Inc.","Technology","Software - Infrastructure","USA",491.48,,12.68,-3.50%,1854526
916,"CLSN","Celsion Corporation","Healthcare","Biotechnology","USA",30.63,,5.49,-0.54%,16231
917,"CLVT","Clarivate Plc","Technology","Information Technology Services","United Kingdom",11058.08,,16.30,-0.24%,3149968
918,"CLW","Clearwater Paper Corporation","Basic Materials","Paper & Paper Products","USA",475.52,,28.75,-0.86%,82203
919,"CLX","The Clorox Company","Consumer Defensive","Household & Personal Products","USA",16667.23,68.54,136.46,1.76%,1077869
920,"CM","Canadian Imperial Bank of Commerce","Financial","Banks - Diversified","Canada",56531.49,11.10,126.65,-0.08%,1388159
921,"CMA","Comerica Incorporated","Financial","Banks - Regional","USA",12685.07,11.68,97.04,3.19%,1650748
922,"CMAX","CareMax, Inc.","Healthcare","Health Information Services","USA",743.06,,8.04,-4.06%,208484
923,"CMBM","Cambium Networks Corporation","Technology","Communication Equipment","USA",618.91,17.86,23.32,-4.31%,145658
924,"CMBS","iShares CMBS ETF","Financial","Exchange Traded Fund","USA",,,49.41,-0.92%,87389
925,"CMC","Commercial Metals Company","Basic Materials","Steel","USA",5264.32,5.94,43.55,0.44%,1250880
926,"CMCO","Columbus McKinnon Corporation","Industrials","Farm & Heavy Construction Machinery","USA",1326.93,47.31,46.51,2.90%,107249
927,"CMCSA","Comcast Corporation","Communication Services","Entertainment","USA",211692.88,15.50,47.13,0.71%,15006818
928,"CMDY","iShares Bloomberg Roll Select Broad Commodity ETF","Financial","Exchange Traded Fund","USA",,,63.51,0.08%,46007
929,"CME","CME Group Inc.","Financial","Financial Data & Stock Exchanges","USA",87843.99,33.98,247.72,1.14%,1601839
930,"CMF","iShares California Muni Bond ETF","Financial","Exchange Traded Fund","USA",,,58.19,-0.36%,897178
931,"CMG","Chipotle Mexican Grill, Inc.","Consumer Cyclical","Restaurants","USA",42971.38,67.94,1556.37,-0.61%,137807
932,"CMI","Cummins Inc.","Industrials","Specialty Industrial Machinery","USA",29666.89,14.37,209.66,0.20%,557571
933,"CMP","Compass Minerals International, Inc.","Basic Materials","Other Industrial Metals & Mining","USA",2235.04,82.30,64.69,2.08%,262166
934,"CMPO","CompoSecure, Inc.","Industrials","Metal Fabrication","USA",568.92,,7.43,-2.37%,67962
935,"CMPR","Cimpress plc","Communication Services","Advertising Agencies","Ireland",1651.20,,64.00,0.47%,47417
936,"CMPS","COMPASS Pathways plc","Healthcare","Medical Care Facilities","United Kingdom",480.27,,12.52,-4.86%,241004
937,"CMRE","Costamare Inc.","Industrials","Marine Shipping","Monaco",2044.27,5.19,17.02,-0.47%,1154375
938,"CMS","CMS Energy Corporation","Utilities","Utilities - Regulated Electric","USA",20157.03,28.67,68.92,1.28%,1706887
939,"CMTL","Comtech Telecommunications Corp.","Technology","Communication Equipment","USA",406.71,,15.47,-2.58%,83247
940,"CNA","CNA Financial Corporation","Financial","Insurance - Property & Casualty","USA",13298.52,11.16,49.15,0.94%,90697
941,"CNBS","Amplify Seymour Cannabis ETF","Financial","Exchange Traded Fund","USA",,,12.94,3.19%,159281
942,"CNC","Centene Corporation","Healthcare","Healthcare Plans","USA",50024.79,37.72,85.59,1.04%,1756853
943,"CND","Concord Acquisition Corp","Financial","Shell Companies","USA",349.38,,9.92,0.00%,85956
944,"CNDA","Concord Acquisition Corp II","Financial","Shell Companies","USA",340.66,,9.70,0.31%,25160
945,"CNDB","Concord Acquisition Corp III","Financial","Shell Companies","USA",342.59,,9.93,0.10%,1473
946,"CNHI","CNH Industrial N.V.","Industrials","Farm & Heavy Construction Machinery","United Kingdom",22649.42,13.25,16.80,0.78%,5144939
947,"CNI","Canadian National Railway Company","Industrials","Railroads","Canada",93010.92,24.96,136.17,1.41%,958699
948,"CNK","Cinemark Holdings, Inc.","Communication Services","Entertainment","USA",2082.20,,17.07,-0.23%,2138434
949,"CNM","Core & Main, Inc.","Industrials","Industrial Distribution","USA",5691.08,48.93,23.83,1.58%,494217
950,"CNMD","CONMED Corporation","Healthcare","Medical Devices","USA",4256.19,73.77,144.67,1.32%,156103
951,"CNNE","Cannae Holdings, Inc.","Consumer Cyclical","Restaurants","USA",2149.67,,24.52,0.66%,312931
952,"CNO","CNO Financial Group, Inc.","Financial","Insurance - Life","USA",3072.21,7.70,25.88,2.54%,760039
953,"CNOB","ConnectOne Bancorp, Inc.","Financial","Banks - Regional","USA",1340.54,10.19,32.80,1.93%,144849
954,"CNP","CenterPoint Energy, Inc.","Utilities","Utilities - Regulated Gas","USA",19160.73,26.49,30.41,2.12%,3200445
955,"CNQ","Canadian Natural Resources Limited","Energy","Oil & Gas E&P","Canada",75094.02,12.46,63.72,1.13%,2319937
956,"CNR","Cornerstone Building Brands, Inc.","Industrials","Building Products & Equipment","USA",3096.42,4.70,24.32,-0.04%,1949064
957,"CNS","Cohen & Steers, Inc.","Financial","Asset Management","USA",3969.30,19.44,83.67,1.62%,72588
958,"CNSL","Consolidated Communications Holdings, Inc.","Communication Services","Telecom Services","USA",661.29,,5.81,1.04%,310864
959,"CNTA","Centessa Pharmaceuticals Limited","Healthcare","Biotechnology","United Kingdom",774.38,,8.84,-2.96%,90458
960,"CNTY","Century Casinos, Inc.","Consumer Cyclical","Resorts & Casinos","USA",329.16,17.95,11.76,-1.42%,67788
961,"CNVY","Convey Health Solutions Holdings, Inc.","Healthcare","Health Information Services","USA",494.00,,6.46,0.62%,144206
962,"CNX","CNX Resources Corporation","Energy","Oil & Gas E&P","USA",4328.27,,21.65,9.90%,6922984
963,"CNXC","Concentrix Corporation","Technology","Information Technology Services","USA",10111.43,25.40,195.39,-0.10%,160696
964,"CNYA","iShares MSCI China A ETF","Financial","Exchange Traded Fund","USA",,,36.71,-1.84%,80835
965,"COCO","The Vita Coco Company, Inc.","Consumer Defensive","Beverages - Non-Alcoholic","USA",493.31,13.70,8.77,0.23%,278639
966,"CODI","Compass Diversified","Industrials","Conglomerates","USA",1640.95,,24.16,1.98%,212676
967,"CODX","Co-Diagnostics, Inc.","Healthcare","Diagnostics & Research","USA",168.10,4.07,5.76,-11.60%,1002755
968,"COF","Capital One Financial Corporation","Financial","Credit Services","USA",55940.44,5.06,135.88,0.60%,2240620
969,"COGT","Cogent Biosciences, Inc.","Healthcare","Biotechnology","USA",312.16,,7.52,0.27%,424700
970,"COHR","Coherent, Inc.","Technology","Scientific & Technical Instruments","USA",6705.92,,272.82,1.31%,491921
971,"COHU","Cohu, Inc.","Technology","Semiconductor Equipment & Materials","USA",1453.13,9.04,31.03,-1.43%,188578
972,"COIN","Coinbase Global, Inc.","Technology","Software - Application","USA",39057.87,13.97,186.71,-1.83%,3590653
973,"COLB","Columbia Banking System, Inc.","Financial","Banks - Regional","USA",2716.06,12.20,34.07,2.53%,766873
974,"COLD","Americold Realty Trust","Real Estate","REIT - Industrial","USA",7409.41,,27.34,2.05%,1598968
975,"COLI","Colicity Inc.","Financial","Shell Companies","USA",420.89,74.58,9.77,0.05%,15908
976,"COLL","Collegium Pharmaceutical, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",644.85,11.23,19.33,1.15%,353355
977,"COLM","Columbia Sportswear Company","Consumer Cyclical","Apparel Manufacturing","USA",5980.76,17.19,92.04,0.87%,189712
978,"COM","Direxion Auspice Broad Commodity Strategy ETF","Financial","Exchange Traded Fund","USA",,,33.71,0.18%,125489
979,"COMB","GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF","Financial","Exchange Traded Fund","USA",,,33.47,0.26%,100303
980,"COMM","CommScope Holding Company, Inc.","Technology","Communication Equipment","USA",1532.44,,7.90,-5.84%,5780403
981,"COMP","Compass, Inc.","Technology","Software - Application","USA",2991.95,,7.61,1.33%,2444081
982,"COMT","iShares GSCI Commodity Dynamic Roll Strategy ETF","Financial","Exchange Traded Fund","USA",,,42.61,0.73%,563299
983,"CONE","CyrusOne Inc.","Real Estate","REIT - Specialty","USA",11725.11,436.52,90.36,0.00%,0
984,"CONN","Conn's, Inc.","Consumer Cyclical","Specialty Retail","USA",572.38,4.60,19.37,-3.87%,905758
985,"CONX","CONX Corp.","Financial","Shell Companies","USA",923.14,47.82,9.85,0.00%,3668
986,"COO","The Cooper Companies, Inc.","Healthcare","Medical Instruments & Supplies","USA",19967.17,21.68,408.41,-0.86%,180328
987,"COOK","Traeger, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",847.54,,7.21,-7.09%,3344795
988,"COOL","Corner Growth Acquisition Corp.","Financial","Shell Companies","USA",490.01,,9.81,0.20%,105547
989,"COOP","Mr. Cooper Group Inc.","Financial","Mortgage Finance","USA",3490.24,2.86,47.07,-0.55%,397759
990,"COP","ConocoPhillips","Energy","Oil & Gas E&P","USA",138619.10,17.72,107.50,2.83%,7831342
991,"COPX","Global X Copper Miners ETF","Financial","Exchange Traded Fund","USA",,,46.47,0.63%,866345
992,"CORN","Teucrium Corn Fund","Financial","Exchange Traded Fund","USA",,,26.88,0.71%,305710
993,"CORP","PIMCO Investment Grade Corporate Bond Index ETF","Financial","Exchange Traded Fund","USA",,,102.89,-0.63%,31803
994,"CORT","Corcept Therapeutics Incorporated","Healthcare","Biotechnology","USA",2496.24,26.75,23.97,-0.62%,1135148
995,"CORZ","Core Scientific, Inc.","Technology","Software - Infrastructure","USA",2648.63,,8.60,-0.92%,1322341
